row_type,plot_group,dataset,task,label_level,tagging_scheme,method_id,method_label,model,k_shot,split_seed,eval_split,metric_name,metric_label,metric_value,metric_value_percent,n_scores,expected_scores,completed_scores,score_source,status,is_placeholder,needs_more_runs,source_path,notes,last_updated
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart,Pat+Perm BART,facebook/bart-base,50,142,test,span_strict_f1,Strict span F1,0.7276923076923077,72.76923076923077,1,3,1,test,ready_for_draft,false,false,reports/single_bart_tagging/k50_seed142_pat_perm_bart_pattern_01_test_metrics.json,Single pattern_01 BART learner; held-out test score from generated hard tags.,2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart,Pat+Perm BART,facebook/bart-base,50,242,test,span_strict_f1,Strict span F1,0.7264346190028221,72.64346190028222,1,3,1,test,ready_for_draft,false,false,reports/single_bart_tagging/k50_seed242_pat_perm_bart_pattern_01_test_metrics.json,Single pattern_01 BART learner; held-out test score from generated hard tags.,2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_to_bert,Pat+Perm BART -> BERT,google-bert/bert-base-cased,5,42,test,span_strict_f1,Strict span F1,0.568793665579879,56.8793665579879,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k5_seed42/pet_oada_verbalized_pattern_01_self_confidence_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by a single Pat+Perm pattern_01 BART teacher selected by self-confidence.,2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_to_bert,Pat+Perm BART -> BERT,google-bert/bert-base-cased,5,142,test,span_strict_f1,Strict span F1,0.49798425801497403,49.7984258014974,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k5_seed142/pet_oada_verbalized_pattern_01_self_confidence_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by a single Pat+Perm pattern_01 BART teacher selected by self-confidence.,2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_to_bert,Pat+Perm BART -> BERT,google-bert/bert-base-cased,5,242,test,span_strict_f1,Strict span F1,0.5632194493047241,56.32194493047241,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k5_seed242/pet_oada_verbalized_pattern_01_self_confidence_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by a single Pat+Perm pattern_01 BART teacher selected by self-confidence.,2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_to_bert,Pat+Perm BART -> BERT,google-bert/bert-base-cased,10,42,test,span_strict_f1,Strict span F1,0.5895084372707263,58.95084372707263,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k10_seed42/pet_oada_verbalized_pattern_01_self_confidence_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by a single Pat+Perm pattern_01 BART teacher selected by self-confidence.,2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_to_bert,Pat+Perm BART -> BERT,google-bert/bert-base-cased,10,142,test,span_strict_f1,Strict span F1,0.6302269435055529,63.022694350555284,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k10_seed142/pet_oada_verbalized_pattern_01_self_confidence_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by a single Pat+Perm pattern_01 BART teacher selected by self-confidence.,2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_to_bert,Pat+Perm BART -> BERT,google-bert/bert-base-cased,10,242,test,span_strict_f1,Strict span F1,0.66815144766147,66.815144766147,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k10_seed242/pet_oada_verbalized_pattern_01_self_confidence_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by a single Pat+Perm pattern_01 BART teacher selected by self-confidence.,2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_to_bert,Pat+Perm BART -> BERT,google-bert/bert-base-cased,20,42,test,span_strict_f1,Strict span F1,0.6498012287676184,64.98012287676184,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k20_seed42/pet_oada_verbalized_pattern_01_self_confidence_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by a single Pat+Perm pattern_01 BART teacher selected by self-confidence.,2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_to_bert,Pat+Perm BART -> BERT,google-bert/bert-base-cased,20,142,test,span_strict_f1,Strict span F1,0.7106518282988871,71.06518282988871,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k20_seed142/pet_oada_verbalized_pattern_01_self_confidence_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by a single Pat+Perm pattern_01 BART teacher selected by self-confidence.,2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_to_bert,Pat+Perm BART -> BERT,google-bert/bert-base-cased,20,242,test,span_strict_f1,Strict span F1,0.6715659589911086,67.15659589911085,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k20_seed242/pet_oada_verbalized_pattern_01_self_confidence_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by a single Pat+Perm pattern_01 BART teacher selected by self-confidence.,2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_to_bert,Pat+Perm BART -> BERT,google-bert/bert-base-cased,50,42,test,span_strict_f1,Strict span F1,0.765005456529647,76.5005456529647,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k50_seed42/pet_oada_verbalized_pattern_01_self_confidence_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by a single Pat+Perm pattern_01 BART teacher selected by self-confidence.,2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_to_bert,Pat+Perm BART -> BERT,google-bert/bert-base-cased,50,142,test,span_strict_f1,Strict span F1,0.7024770386863345,70.24770386863345,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k50_seed142/pet_oada_verbalized_pattern_01_self_confidence_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by a single Pat+Perm pattern_01 BART teacher selected by self-confidence.,2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_to_bert,Pat+Perm BART -> BERT,google-bert/bert-base-cased,50,242,test,span_strict_f1,Strict span F1,0.7155677655677657,71.55677655677657,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k50_seed242/pet_oada_verbalized_pattern_01_self_confidence_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by a single Pat+Perm pattern_01 BART teacher selected by self-confidence.,2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_bart_ensemble_to_bert,Pat BART ensemble -> BERT,google-bert/bert-base-cased,5,42,test,span_strict_f1,Strict span F1,0.6347474367416047,63.47474367416047,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k5_seed42/pat_no_perm_verbalized_final2000_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by the no-permutation Pat BART pattern ensemble.,2026-05-19
individual,main,conll2003,ner,coarse,BIO,pat_bart_ensemble_to_bert,Pat BART ensemble -> BERT,google-bert/bert-base-cased,5,142,test,span_strict_f1,Strict span F1,0.4650312650312651,46.50312650312651,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k5_seed142/pat_no_perm_verbalized_final2000_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by the no-permutation Pat BART pattern ensemble.,2026-05-19
individual,main,conll2003,ner,coarse,BIO,pat_bart_ensemble_to_bert,Pat BART ensemble -> BERT,google-bert/bert-base-cased,5,242,test,span_strict_f1,Strict span F1,0.6527346324013932,65.27346324013932,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k5_seed242/pat_no_perm_verbalized_final2000_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by the no-permutation Pat BART pattern ensemble.,2026-05-19
individual,main,conll2003,ner,coarse,BIO,pat_bart_ensemble_to_bert,Pat BART ensemble -> BERT,google-bert/bert-base-cased,10,42,test,span_strict_f1,Strict span F1,0.7057977528089887,70.57977528089887,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k10_seed42/pat_no_perm_verbalized_final2000_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by the no-permutation Pat BART pattern ensemble.,2026-05-19
individual,main,conll2003,ner,coarse,BIO,pat_bart_ensemble_to_bert,Pat BART ensemble -> BERT,google-bert/bert-base-cased,10,142,test,span_strict_f1,Strict span F1,0.6853173470358741,68.5317347035874,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k10_seed142/pat_no_perm_verbalized_final2000_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by the no-permutation Pat BART pattern ensemble.,2026-05-19
individual,main,conll2003,ner,coarse,BIO,pat_bart_ensemble_to_bert,Pat BART ensemble -> BERT,google-bert/bert-base-cased,10,242,test,span_strict_f1,Strict span F1,0.7002271694684234,70.02271694684235,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k10_seed242/pat_no_perm_verbalized_final2000_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by the no-permutation Pat BART pattern ensemble.,2026-05-19
individual,main,conll2003,ner,coarse,BIO,pat_bart_ensemble_to_bert,Pat BART ensemble -> BERT,google-bert/bert-base-cased,20,42,test,span_strict_f1,Strict span F1,0.7556142668428005,75.56142668428005,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k20_seed42/pat_no_perm_verbalized_final2000_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by the no-permutation Pat BART pattern ensemble.,2026-05-19
individual,main,conll2003,ner,coarse,BIO,pat_bart_ensemble_to_bert,Pat BART ensemble -> BERT,google-bert/bert-base-cased,20,142,test,span_strict_f1,Strict span F1,0.7247001499250374,72.47001499250374,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k20_seed142/pat_no_perm_verbalized_final2000_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by the no-permutation Pat BART pattern ensemble.,2026-05-19
individual,main,conll2003,ner,coarse,BIO,pat_bart_ensemble_to_bert,Pat BART ensemble -> BERT,google-bert/bert-base-cased,20,242,test,span_strict_f1,Strict span F1,0.7268522636307037,72.68522636307037,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k20_seed242/pat_no_perm_verbalized_final2000_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by the no-permutation Pat BART pattern ensemble.,2026-05-19
individual,main,conll2003,ner,coarse,BIO,pat_bart_ensemble_to_bert,Pat BART ensemble -> BERT,google-bert/bert-base-cased,50,42,test,span_strict_f1,Strict span F1,0.7862931642001411,78.6293164200141,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k50_seed42/pat_no_perm_verbalized_final2000_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by the no-permutation Pat BART pattern ensemble.,2026-05-19
individual,main,conll2003,ner,coarse,BIO,pat_bart_ensemble_to_bert,Pat BART ensemble -> BERT,google-bert/bert-base-cased,50,142,test,span_strict_f1,Strict span F1,0.7776099511328298,77.76099511328299,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k50_seed142/pat_no_perm_verbalized_final2000_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by the no-permutation Pat BART pattern ensemble.,2026-05-19
individual,main,conll2003,ner,coarse,BIO,pat_bart_ensemble_to_bert,Pat BART ensemble -> BERT,google-bert/bert-base-cased,50,242,test,span_strict_f1,Strict span F1,0.7742560309913716,77.42560309913716,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k50_seed242/pat_no_perm_verbalized_final2000_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by the no-permutation Pat BART pattern ensemble.,2026-05-19
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_ensemble_vote,Pat+Perm BART ensemble vote,facebook/bart-base,5,42,test,span_strict_f1,Strict span F1,0.484077841662981,48.4077841662981,1,3,1,test,ready_for_draft,false,false,reports/ensemble_tagging/k5_seed42_pet_oada_verbalized_final2000_test_metrics.json,"Direct hard-argmax majority vote from the pattern-diverse, order-permuted BART ensemble.",2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_ensemble_vote,Pat+Perm BART ensemble vote,facebook/bart-base,5,142,test,span_strict_f1,Strict span F1,0.4459323736190157,44.59323736190157,1,3,1,test,ready_for_draft,false,false,reports/ensemble_tagging/k5_seed142_pet_oada_verbalized_final2000_test_metrics.json,"Direct hard-argmax majority vote from the pattern-diverse, order-permuted BART ensemble.",2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_ensemble_vote,Pat+Perm BART ensemble vote,facebook/bart-base,5,242,test,span_strict_f1,Strict span F1,0.4587557603686636,45.87557603686636,1,3,1,test,ready_for_draft,false,false,reports/ensemble_tagging/k5_seed242_pet_oada_verbalized_final2000_test_metrics.json,"Direct hard-argmax majority vote from the pattern-diverse, order-permuted BART ensemble.",2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_ensemble_vote,Pat+Perm BART ensemble vote,facebook/bart-base,10,42,test,span_strict_f1,Strict span F1,0.5575595176749459,55.75595176749459,1,3,1,test,ready_for_draft,false,false,reports/ensemble_tagging/k10_seed42_pet_oada_verbalized_final2000_test_metrics.json,"Direct hard-argmax majority vote from the pattern-diverse, order-permuted BART ensemble.",2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_ensemble_vote,Pat+Perm BART ensemble vote,facebook/bart-base,10,142,test,span_strict_f1,Strict span F1,0.5354469396741525,53.54469396741525,1,3,1,test,ready_for_draft,false,false,reports/ensemble_tagging/k10_seed142_pet_oada_verbalized_final2000_test_metrics.json,"Direct hard-argmax majority vote from the pattern-diverse, order-permuted BART ensemble.",2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_ensemble_vote,Pat+Perm BART ensemble vote,facebook/bart-base,10,242,test,span_strict_f1,Strict span F1,0.5465582655826559,54.65582655826559,1,3,1,test,ready_for_draft,false,false,reports/ensemble_tagging/k10_seed242_pet_oada_verbalized_final2000_test_metrics.json,"Direct hard-argmax majority vote from the pattern-diverse, order-permuted BART ensemble.",2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_ensemble_vote,Pat+Perm BART ensemble vote,facebook/bart-base,20,42,test,span_strict_f1,Strict span F1,0.6551861437388015,65.51861437388014,1,3,1,test,ready_for_draft,false,false,reports/ensemble_tagging/k20_seed42_pet_oada_verbalized_final2000_test_metrics.json,"Direct hard-argmax majority vote from the pattern-diverse, order-permuted BART ensemble.",2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_ensemble_vote,Pat+Perm BART ensemble vote,facebook/bart-base,20,142,test,span_strict_f1,Strict span F1,0.6390058127881338,63.90058127881338,1,3,1,test,ready_for_draft,false,false,reports/ensemble_tagging/k20_seed142_pet_oada_verbalized_final2000_test_metrics.json,"Direct hard-argmax majority vote from the pattern-diverse, order-permuted BART ensemble.",2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_ensemble_vote,Pat+Perm BART ensemble vote,facebook/bart-base,20,242,test,span_strict_f1,Strict span F1,0.6425184138835637,64.25184138835637,1,3,1,test,ready_for_draft,false,false,reports/ensemble_tagging/k20_seed242_pet_oada_verbalized_final2000_test_metrics.json,"Direct hard-argmax majority vote from the pattern-diverse, order-permuted BART ensemble.",2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_ensemble_vote,Pat+Perm BART ensemble vote,facebook/bart-base,50,42,test,span_strict_f1,Strict span F1,0.7231519556278091,72.31519556278091,1,3,1,test,ready_for_draft,false,false,reports/ensemble_tagging/k50_seed42_pet_oada_verbalized_final2000_test_metrics.json,"Direct hard-argmax majority vote from the pattern-diverse, order-permuted BART ensemble.",2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_ensemble_vote,Pat+Perm BART ensemble vote,facebook/bart-base,50,142,test,span_strict_f1,Strict span F1,0.7557962751805397,75.57962751805397,1,3,1,test,ready_for_draft,false,false,reports/ensemble_tagging/k50_seed142_pet_oada_verbalized_final2000_test_metrics.json,"Direct hard-argmax majority vote from the pattern-diverse, order-permuted BART ensemble.",2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_ensemble_vote,Pat+Perm BART ensemble vote,facebook/bart-base,50,242,test,span_strict_f1,Strict span F1,0.7307251908396948,73.07251908396948,1,3,1,test,ready_for_draft,false,false,reports/ensemble_tagging/k50_seed242_pet_oada_verbalized_final2000_test_metrics.json,"Direct hard-argmax majority vote from the pattern-diverse, order-permuted BART ensemble.",2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_ensemble_to_bert,Pat+Perm BART ensemble -> BERT,google-bert/bert-base-cased,5,42,test,span_strict_f1,Strict span F1,0.6639934384398067,66.39934384398067,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k5_seed42/verbalized_final2000_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by the Pat+Perm BART ensemble.,2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_ensemble_to_bert,Pat+Perm BART ensemble -> BERT,google-bert/bert-base-cased,5,142,test,span_strict_f1,Strict span F1,0.5067821067821068,50.67821067821068,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k5_seed142/verbalized_final2000_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by the Pat+Perm BART ensemble.,2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_ensemble_to_bert,Pat+Perm BART ensemble -> BERT,google-bert/bert-base-cased,5,242,test,span_strict_f1,Strict span F1,0.6193962491224552,61.93962491224552,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k5_seed242/verbalized_final2000_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by the Pat+Perm BART ensemble.,2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_ensemble_to_bert,Pat+Perm BART ensemble -> BERT,google-bert/bert-base-cased,10,42,test,span_strict_f1,Strict span F1,0.6711728169528681,67.11728169528681,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k10_seed42/verbalized_final2000_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by the Pat+Perm BART ensemble.,2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_ensemble_to_bert,Pat+Perm BART ensemble -> BERT,google-bert/bert-base-cased,10,142,test,span_strict_f1,Strict span F1,0.6744761904761905,67.44761904761904,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k10_seed142/verbalized_final2000_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by the Pat+Perm BART ensemble.,2026-05-18
individual,main,conll2003,ner,coarse,BIO,pat_perm_bart_ensemble_to_bert,Pat+Perm BART ensemble -> BERT,google-bert/bert-base-cased,10,242,test,span_strict_f1,Strict span F1,0.7047762316660399,70.47762316660399,1,3,1,test,ready_for_draft,false,false,models/bert_conll_distilled/k10_seed242/verbalized_final2000_filtered/top_1000_hard_argmax/training_summary.json,BERT distilled from top_1000 hard-argmax labels produced by the Pat+Perm BART ensemble.,2026-05-18
