row_type,plot_group,dataset,task,label_level,tagging_scheme,method_id,method_label,model,k_shot,split_seed,eval_split,metric_name,metric_label,metric_value,metric_value_percent,n_scores,expected_scores,completed_scores,score_source,status,is_placeholder,needs_more_runs,source_path,notes,last_updated
mean,main,conll2003,ner,coarse,BIO,pat_perm_bart_ensemble_to_bert,Pat+Perm BART ensemble -> BERT,google-bert/bert-base-cased,20,42;142;242,test,span_strict_f1_mean,Mean strict span F1,0.7296617993534086,72.96617993534086,3,3,3,test,final_fixed600,false,false,models/bert_conll_distilled_fixed_final600_report/k20_seed42/pat_perm_bart_ensemble_to_bert/hard_argmax/training_summary.json;models/bert_conll_distilled_fixed_final600_report/k20_seed142/pat_perm_bart_ensemble_to_bert/hard_argmax/training_summary.json;models/bert_conll_distilled_fixed_final600_report/k20_seed242/pat_perm_bart_ensemble_to_bert/hard_argmax/training_summary.json,Mean over split seeds 42;142;242. Individual scores: 0.7410244988864143;0.7416459805232003;0.7063149186506114. Final fixed-600 distilled BERT policy where applicable; no early stopping or best-checkpoint selection.,2026-05-19
mean,main,conll2003,ner,coarse,BIO,pat_perm_bart_ensemble_to_bert,Pat+Perm BART ensemble -> BERT,google-bert/bert-base-cased,50,42;142;242,test,span_strict_f1_mean,Mean strict span F1,0.7694106908622139,76.94106908622139,3,3,3,test,final_fixed600,false,false,models/bert_conll_distilled_fixed_final600_report/k50_seed42/pat_perm_bart_ensemble_to_bert/hard_argmax/training_summary.json;models/bert_conll_distilled_fixed_final600_report/k50_seed142/pat_perm_bart_ensemble_to_bert/hard_argmax/training_summary.json;models/bert_conll_distilled_fixed_final600_report/k50_seed242/pat_perm_bart_ensemble_to_bert/hard_argmax/training_summary.json,Mean over split seeds 42;142;242. Individual scores: 0.7782533466897368;0.7852623743952364;0.7447163515016686. Final fixed-600 distilled BERT policy where applicable; no early stopping or best-checkpoint selection.,2026-05-19
mean,main,conll2003,ner,coarse,BIO,pat_perm_bart_ensemble_vote,Pat+Perm BART ensemble vote,facebook/bart-base,5,42;142;242,test,span_strict_f1_mean,Mean strict span F1,0.46292199188355343,46.29219918835534,3,3,3,test,final_fixed600,false,false,reports/ensemble_tagging/k5_seed42_pet_oada_verbalized_final2000_test_metrics.json;reports/ensemble_tagging/k5_seed142_pet_oada_verbalized_final2000_test_metrics.json;reports/ensemble_tagging/k5_seed242_pet_oada_verbalized_final2000_test_metrics.json,Mean over split seeds 42;142;242. Individual scores: 0.484077841662981;0.4459323736190157;0.4587557603686636. Final fixed-600 distilled BERT policy where applicable; no early stopping or best-checkpoint selection.,2026-05-19
mean,main,conll2003,ner,coarse,BIO,pat_perm_bart_ensemble_vote,Pat+Perm BART ensemble vote,facebook/bart-base,10,42;142;242,test,span_strict_f1_mean,Mean strict span F1,0.5465215743105848,54.65215743105848,3,3,3,test,final_fixed600,false,false,reports/ensemble_tagging/k10_seed42_pet_oada_verbalized_final2000_test_metrics.json;reports/ensemble_tagging/k10_seed142_pet_oada_verbalized_final2000_test_metrics.json;reports/ensemble_tagging/k10_seed242_pet_oada_verbalized_final2000_test_metrics.json,Mean over split seeds 42;142;242. Individual scores: 0.5575595176749459;0.5354469396741525;0.5465582655826559. Final fixed-600 distilled BERT policy where applicable; no early stopping or best-checkpoint selection.,2026-05-19
mean,main,conll2003,ner,coarse,BIO,pat_perm_bart_ensemble_vote,Pat+Perm BART ensemble vote,facebook/bart-base,20,42;142;242,test,span_strict_f1_mean,Mean strict span F1,0.6455701234701663,64.55701234701662,3,3,3,test,final_fixed600,false,false,reports/ensemble_tagging/k20_seed42_pet_oada_verbalized_final2000_test_metrics.json;reports/ensemble_tagging/k20_seed142_pet_oada_verbalized_final2000_test_metrics.json;reports/ensemble_tagging/k20_seed242_pet_oada_verbalized_final2000_test_metrics.json,Mean over split seeds 42;142;242. Individual scores: 0.6551861437388015;0.6390058127881338;0.6425184138835637. Final fixed-600 distilled BERT policy where applicable; no early stopping or best-checkpoint selection.,2026-05-19
mean,main,conll2003,ner,coarse,BIO,pat_perm_bart_ensemble_vote,Pat+Perm BART ensemble vote,facebook/bart-base,50,42;142;242,test,span_strict_f1_mean,Mean strict span F1,0.7365578072160145,73.65578072160145,3,3,3,test,final_fixed600,false,false,reports/ensemble_tagging/k50_seed42_pet_oada_verbalized_final2000_test_metrics.json;reports/ensemble_tagging/k50_seed142_pet_oada_verbalized_final2000_test_metrics.json;reports/ensemble_tagging/k50_seed242_pet_oada_verbalized_final2000_test_metrics.json,Mean over split seeds 42;142;242. Individual scores: 0.7231519556278091;0.7557962751805397;0.7307251908396948. Final fixed-600 distilled BERT policy where applicable; no early stopping or best-checkpoint selection.,2026-05-19
mean,main,conll2003,ner,coarse,BIO,pat_perm_bart_to_bert,Pat+Perm BART -> BERT,google-bert/bert-base-cased,5,42;142;242,test,span_strict_f1_mean,Mean strict span F1,0.5226894828357868,52.26894828357867,3,3,3,test,final_fixed600,false,false,models/bert_conll_distilled_fixed_final600_report/k5_seed42/pat_perm_bart_to_bert/hard_argmax/training_summary.json;models/bert_conll_distilled_fixed_final600_report/k5_seed142/pat_perm_bart_to_bert/hard_argmax/training_summary.json;models/bert_conll_distilled_fixed_final600_report/k5_seed242/pat_perm_bart_to_bert/hard_argmax/training_summary.json,Mean over split seeds 42;142;242. Individual scores: 0.5547103569338795;0.4707719332487557;0.5425861583247252. Final fixed-600 distilled BERT policy where applicable; no early stopping or best-checkpoint selection.,2026-05-19
mean,main,conll2003,ner,coarse,BIO,pat_perm_bart_to_bert,Pat+Perm BART -> BERT,google-bert/bert-base-cased,10,42;142;242,test,span_strict_f1_mean,Mean strict span F1,0.6039338096956239,60.39338096956239,3,3,3,test,final_fixed600,false,false,models/bert_conll_distilled_fixed_final600_report/k10_seed42/pat_perm_bart_to_bert/hard_argmax/training_summary.json;models/bert_conll_distilled_fixed_final600_report/k10_seed142/pat_perm_bart_to_bert/hard_argmax/training_summary.json;models/bert_conll_distilled_fixed_final600_report/k10_seed242/pat_perm_bart_to_bert/hard_argmax/training_summary.json,Mean over split seeds 42;142;242. Individual scores: 0.5918233698194406;0.5728116972930252;0.6471663619744058. Final fixed-600 distilled BERT policy where applicable; no early stopping or best-checkpoint selection.,2026-05-19
mean,main,conll2003,ner,coarse,BIO,pat_perm_bart_to_bert,Pat+Perm BART -> BERT,google-bert/bert-base-cased,20,42;142;242,test,span_strict_f1_mean,Mean strict span F1,0.6708460199241822,67.08460199241823,3,3,3,test,final_fixed600,false,false,models/bert_conll_distilled_fixed_final600_report/k20_seed42/pat_perm_bart_to_bert/hard_argmax/training_summary.json;models/bert_conll_distilled_fixed_final600_report/k20_seed142/pat_perm_bart_to_bert/hard_argmax/training_summary.json;models/bert_conll_distilled_fixed_final600_report/k20_seed242/pat_perm_bart_to_bert/hard_argmax/training_summary.json,Mean over split seeds 42;142;242. Individual scores: 0.6509475932022422;0.6900245075791959;0.6715659589911086. Final fixed-600 distilled BERT policy where applicable; no early stopping or best-checkpoint selection.,2026-05-19
mean,main,conll2003,ner,coarse,BIO,pat_perm_bart_to_bert,Pat+Perm BART -> BERT,google-bert/bert-base-cased,50,42;142;242,test,span_strict_f1_mean,Mean strict span F1,0.7137748275143609,71.37748275143609,3,3,3,test,final_fixed600,false,false,models/bert_conll_distilled_fixed_final600_report/k50_seed42/pat_perm_bart_to_bert/hard_argmax/training_summary.json;models/bert_conll_distilled_fixed_final600_report/k50_seed142/pat_perm_bart_to_bert/hard_argmax/training_summary.json;models/bert_conll_distilled_fixed_final600_report/k50_seed242/pat_perm_bart_to_bert/hard_argmax/training_summary.json,Mean over split seeds 42;142;242. Individual scores: 0.7421788737578211;0.6989504695267906;0.7001951392584709. Final fixed-600 distilled BERT policy where applicable; no early stopping or best-checkpoint selection.,2026-05-19
mean,supporting,conll2003,ner,coarse,BIO,seed_perm_bart_ensemble_to_bert,Seed+Perm BART ensemble -> BERT,google-bert/bert-base-cased,5,42;142;242,test,span_strict_f1_mean,Mean strict span F1,0.5765784800308981,57.6578480030898,3,3,3,test,final_fixed600,false,false,models/bert_conll_distilled_fixed_final600_report/k5_seed42/seed_perm_bart_ensemble_to_bert/hard_argmax/training_summary.json;models/bert_conll_distilled_fixed_final600_report/k5_seed142/seed_perm_bart_ensemble_to_bert/hard_argmax/training_summary.json;models/bert_conll_distilled_fixed_final600_report/k5_seed242/seed_perm_bart_ensemble_to_bert/hard_argmax/training_summary.json,Mean over split seeds 42;142;242. Individual scores: 0.6528150134048256;0.5050685748360166;0.5718518518518518. Final fixed-600 distilled BERT policy where applicable; no early stopping or best-checkpoint selection.,2026-05-19
mean,supporting,conll2003,ner,coarse,BIO,seed_perm_bart_ensemble_to_bert,Seed+Perm BART ensemble -> BERT,google-bert/bert-base-cased,10,42;142;242,test,span_strict_f1_mean,Mean strict span F1,0.6653135726998897,66.53135726998897,3,3,3,test,final_fixed600,false,false,models/bert_conll_distilled_fixed_final600_report/k10_seed42/seed_perm_bart_ensemble_to_bert/hard_argmax/training_summary.json;models/bert_conll_distilled_fixed_final600_report/k10_seed142/seed_perm_bart_ensemble_to_bert/hard_argmax/training_summary.json;models/bert_conll_distilled_fixed_final600_report/k10_seed242/seed_perm_bart_ensemble_to_bert/hard_argmax/training_summary.json,Mean over split seeds 42;142;242. Individual scores: 0.6739170849600298;0.6385590662105052;0.6834645669291339. Final fixed-600 distilled BERT policy where applicable; no early stopping or best-checkpoint selection.,2026-05-19
mean,supporting,conll2003,ner,coarse,BIO,seed_perm_bart_ensemble_to_bert,Seed+Perm BART ensemble -> BERT,google-bert/bert-base-cased,20,42;142;242,test,span_strict_f1_mean,Mean strict span F1,0.7085727284656075,70.85727284656075,3,3,3,test,final_fixed600,false,false,models/bert_conll_distilled_fixed_final600_report/k20_seed42/seed_perm_bart_ensemble_to_bert/hard_argmax/training_summary.json;models/bert_conll_distilled_fixed_final600_report/k20_seed142/seed_perm_bart_ensemble_to_bert/hard_argmax/training_summary.json;models/bert_conll_distilled_fixed_final600_report/k20_seed242/seed_perm_bart_ensemble_to_bert/hard_argmax/training_summary.json,Mean over split seeds 42;142;242. Individual scores: 0.7221161191749427;0.7015686274509805;0.7020334387708992. Final fixed-600 distilled BERT policy where applicable; no early stopping or best-checkpoint selection.,2026-05-19
mean,supporting,conll2003,ner,coarse,BIO,seed_perm_bart_ensemble_to_bert,Seed+Perm BART ensemble -> BERT,google-bert/bert-base-cased,50,42;142;242,test,span_strict_f1_mean,Mean strict span F1,0.7800865312595885,78.00865312595884,3,3,3,test,final_fixed600,false,false,models/bert_conll_distilled_fixed_final600_report/k50_seed42/seed_perm_bart_ensemble_to_bert/hard_argmax/training_summary.json;models/bert_conll_distilled_fixed_final600_report/k50_seed142/seed_perm_bart_ensemble_to_bert/hard_argmax/training_summary.json;models/bert_conll_distilled_fixed_final600_report/k50_seed242/seed_perm_bart_ensemble_to_bert/hard_argmax/training_summary.json,Mean over split seeds 42;142;242. Individual scores: 0.7727647112656721;0.795106479383779;0.7723884031293144. Final fixed-600 distilled BERT policy where applicable; no early stopping or best-checkpoint selection.,2026-05-19
mean,supporting,conll2003,ner,coarse,BIO,seed_perm_bart_ensemble_vote,Seed+Perm BART ensemble vote,facebook/bart-base,5,42;142;242,test,span_strict_f1_mean,Mean strict span F1,0.4685641920077052,46.856419200770524,3,3,3,test,final_fixed600,false,false,reports/ensemble_tagging/k5_seed42_oada_style_seed_ensemble_verbalized_final2000_test_metrics.json;reports/ensemble_tagging/k5_seed142_oada_style_seed_ensemble_verbalized_final2000_test_metrics.json;reports/ensemble_tagging/k5_seed242_oada_style_seed_ensemble_verbalized_final2000_test_metrics.json,Mean over split seeds 42;142;242. Individual scores: 0.5099199824619094;0.4372855086903576;0.45848708487084877. Final fixed-600 distilled BERT policy where applicable; no early stopping or best-checkpoint selection.,2026-05-19
mean,supporting,conll2003,ner,coarse,BIO,seed_perm_bart_ensemble_vote,Seed+Perm BART ensemble vote,facebook/bart-base,10,42;142;242,test,span_strict_f1_mean,Mean strict span F1,0.5554057872615769,55.54057872615768,3,3,3,test,final_fixed600,false,false,reports/ensemble_tagging/k10_seed42_oada_style_seed_ensemble_verbalized_final2000_test_metrics.json;reports/ensemble_tagging/k10_seed142_oada_style_seed_ensemble_verbalized_final2000_test_metrics.json;reports/ensemble_tagging/k10_seed242_oada_style_seed_ensemble_verbalized_final2000_test_metrics.json,Mean over split seeds 42;142;242. Individual scores: 0.5601885052760988;0.5449225100249269;0.5611063464837049. Final fixed-600 distilled BERT policy where applicable; no early stopping or best-checkpoint selection.,2026-05-19
mean,supporting,conll2003,ner,coarse,BIO,seed_perm_bart_ensemble_vote,Seed+Perm BART ensemble vote,facebook/bart-base,20,42;142;242,test,span_strict_f1_mean,Mean strict span F1,0.6508671533125995,65.08671533125995,3,3,3,test,final_fixed600,false,false,reports/ensemble_tagging/k20_seed42_oada_style_seed_ensemble_verbalized_final2000_test_metrics.json;reports/ensemble_tagging/k20_seed142_oada_style_seed_ensemble_verbalized_final2000_test_metrics.json;reports/ensemble_tagging/k20_seed242_oada_style_seed_ensemble_verbalized_final2000_test_metrics.json,Mean over split seeds 42;142;242. Individual scores: 0.672745490981964;0.632873425314937;0.6469825436408977. Final fixed-600 distilled BERT policy where applicable; no early stopping or best-checkpoint selection.,2026-05-19
mean,supporting,conll2003,ner,coarse,BIO,seed_perm_bart_ensemble_vote,Seed+Perm BART ensemble vote,facebook/bart-base,50,42;142;242,test,span_strict_f1_mean,Mean strict span F1,0.7449585706544201,74.49585706544201,3,3,3,test,final_fixed600,false,false,reports/ensemble_tagging/k50_seed42_oada_style_seed_ensemble_verbalized_final2000_test_metrics.json;reports/ensemble_tagging/k50_seed142_oada_style_seed_ensemble_verbalized_final2000_test_metrics.json;reports/ensemble_tagging/k50_seed242_oada_style_seed_ensemble_verbalized_final2000_test_metrics.json,Mean over split seeds 42;142;242. Individual scores: 0.74142951066028;0.7549556352652445;0.7384905660377358. Final fixed-600 distilled BERT policy where applicable; no early stopping or best-checkpoint selection.,2026-05-19
mean,main,conll2003,ner,coarse,BIO,bert,BERT,google-bert/bert-base-cased,5,42;142;242,test,span_strict_f1_mean,Mean strict span F1,0.3797890809420737,37.9789080942073696,3,3,3,test,final_fixed600,false,false,models/bert_conll_kshot_fixed_final600_report/k5_seed42/training_summary.json;models/bert_conll_kshot_fixed_final600_report/k5_seed142/training_summary.json;models/bert_conll_kshot_fixed_final600_report/k5_seed242/training_summary.json,Mean over split seeds 42;142;242. Individual scores: 0.3818558499618362;0.3730669484199404;0.3844444444444444. Final fixed-600 checkpoint policy for BERT baselines and distilled students; no early stopping or best-checkpoint selection.,2026-05-20
mean,main,conll2003,ner,coarse,BIO,bert,BERT,google-bert/bert-base-cased,10,42;142;242,test,span_strict_f1_mean,Mean strict span F1,0.5113428367456161,51.1342836745616083,3,3,3,test,final_fixed600,false,false,models/bert_conll_kshot_fixed_final600_report/k10_seed42/training_summary.json;models/bert_conll_kshot_fixed_final600_report/k10_seed142/training_summary.json;models/bert_conll_kshot_fixed_final600_report/k10_seed242/training_summary.json,Mean over split seeds 42;142;242. Individual scores: 0.5204081632653061;0.515018380704743;0.4986019662667989. Final fixed-600 checkpoint policy for BERT baselines and distilled students; no early stopping or best-checkpoint selection.,2026-05-20
mean,main,conll2003,ner,coarse,BIO,bert,BERT,google-bert/bert-base-cased,20,42;142;242,test,span_strict_f1_mean,Mean strict span F1,0.6334522790008829,63.3452279000882825,3,3,3,test,final_fixed600,false,false,models/bert_conll_kshot_fixed_final600_report/k20_seed42/training_summary.json;models/bert_conll_kshot_fixed_final600_report/k20_seed142/training_summary.json;models/bert_conll_kshot_fixed_final600_report/k20_seed242/training_summary.json,Mean over split seeds 42;142;242. Individual scores: 0.6762453755484814;0.585795310251418;0.6383161512027491. Final fixed-600 checkpoint policy for BERT baselines and distilled students; no early stopping or best-checkpoint selection.,2026-05-20
mean,main,conll2003,ner,coarse,BIO,bert,BERT,google-bert/bert-base-cased,50,42;142;242,test,span_strict_f1_mean,Mean strict span F1,0.7413585595677404,74.1358559567740372,3,3,3,test,final_fixed600,false,false,models/bert_conll_kshot_fixed_final600_report/k50_seed42/training_summary.json;models/bert_conll_kshot_fixed_final600_report/k50_seed142/training_summary.json;models/bert_conll_kshot_fixed_final600_report/k50_seed242/training_summary.json,Mean over split seeds 42;142;242. Individual scores: 0.7284427284427286;0.7701938961829408;0.7254390540775518. Final fixed-600 checkpoint policy for BERT baselines and distilled students; no early stopping or best-checkpoint selection.,2026-05-20
